year,month,day,temperature,_id
2015,3,12,-1,5e7ac44493d299b2e849d105
2015,3,13,0,5e7ac44493d299b2e849d106
2015,3,14,+1,5e7ac44493d299b2e849d107
2015,3,15,+1,5e7ac44493d299b2e849d108
2015,3,16,+3,5e7ac44493d299b2e849d109
2015,3,17,+2,5e7ac44493d299b2e849d10a
2015,3,18,+2,5e7ac44493d299b2e849d10b
2015,3,19,+3,5e7ac44493d299b2e849d10c
2015,3,20,+2,5e7ac44493d299b2e849d10d
2015,3,21,+4,5e7ac44493d299b2e849d10e
2015,3,22,+1,5e7ac44493d299b2e849d10f
2015,3,23,+3,5e7ac44493d299b2e849d110
2015,3,24,+2,5e7ac44493d299b2e849d111
2015,3,25,+3,5e7ac44493d299b2e849d112
2015,3,26,+6,5e7ac44493d299b2e849d113
2015,3,27,+7,5e7ac44493d299b2e849d114
2015,3,28,+4,5e7ac44493d299b2e849d115
2015,3,29,+4,5e7ac44493d299b2e849d116
2015,3,30,+5,5e7ac44493d299b2e849d117
2015,3,31,+4,5e7ac44493d299b2e849d118
2015,4,1,+4,5e7ac44493d299b2e849d119
2015,4,2,+5,5e7ac44493d299b2e849d11a
2015,4,3,+5,5e7ac44493d299b2e849d11b
2015,4,4,-2,5e7ac44493d299b2e849d11c
2015,4,5,-4,5e7ac44493d299b2e849d11d
2015,4,6,-1,5e7ac44493d299b2e849d11e
2015,4,7,-2,5e7ac44493d299b2e849d11f
2015,4,8,+2,5e7ac44493d299b2e849d120
2015,4,9,+1,5e7ac44493d299b2e849d121
2015,4,10,+2,5e7ac44493d299b2e849d122
2015,4,11,0,5e7ac44493d299b2e849d123
2015,4,13,+8,5e7ac44493d299b2e849d124
2015,4,14,+14,5e7ac44493d299b2e849d125
2015,4,15,+9,5e7ac44493d299b2e849d126
2015,4,16,+15,5e7ac44493d299b2e849d127
2015,4,17,0,5e7ac44493d299b2e849d128
2015,4,18,+8,5e7ac44493d299b2e849d129
2015,4,19,+8,5e7ac44493d299b2e849d12a
2015,4,20,+12,5e7ac44493d299b2e849d12b
2015,4,21,+4,5e7ac44493d299b2e849d12c
2015,4,22,+8,5e7ac44493d299b2e849d12d
2015,4,23,+9,5e7ac44493d299b2e849d12e
2015,4,24,+8,5e7ac44493d299b2e849d12f
2015,4,25,+14,5e7ac44493d299b2e849d130
2015,4,26,+9,5e7ac44493d299b2e849d131
2015,4,27,+15,5e7ac44493d299b2e849d132
2015,4,28,+19,5e7ac44493d299b2e849d133
2015,4,29,+16,5e7ac44493d299b2e849d134
2015,4,30,+21,5e7ac44493d299b2e849d135
2015,5,1,+14,5e7ac44493d299b2e849d136
2015,5,2,+15,5e7ac44493d299b2e849d137
2015,5,3,+16,5e7ac44493d299b2e849d138
2015,5,4,+7,5e7ac44493d299b2e849d139
2015,5,5,+3,5e7ac44493d299b2e849d13a
2015,5,6,+5,5e7ac44493d299b2e849d13b
2015,5,7,+6,5e7ac44493d299b2e849d13c
2015,5,8,+10,5e7ac44493d299b2e849d13d
2015,5,9,+15,5e7ac44493d299b2e849d13e
2015,5,10,+24,5e7ac44493d299b2e849d13f
2015,5,11,+20,5e7ac44493d299b2e849d140
2015,5,13,+13,5e7ac44493d299b2e849d141
2015,5,14,+14,5e7ac44493d299b2e849d142
2015,5,15,+10,5e7ac44493d299b2e849d143
2015,5,16,+12,5e7ac44493d299b2e849d144
2015,5,17,+12,5e7ac44493d299b2e849d145
2015,5,18,+16,5e7ac44493d299b2e849d146
2015,5,19,+8,5e7ac44493d299b2e849d147
2015,5,20,+12,5e7ac44493d299b2e849d148
2015,5,21,+13,5e7ac44493d299b2e849d149
2015,5,22,+17,5e7ac44493d299b2e849d14a
2015,5,23,+17,5e7ac44493d299b2e849d14b
2015,5,24,+14,5e7ac44493d299b2e849d14c
2015,5,25,+17,5e7ac44493d299b2e849d14d
2015,5,26,+21,5e7ac44493d299b2e849d14e
2015,5,27,+22,5e7ac44493d299b2e849d14f
2015,5,28,+22,5e7ac44493d299b2e849d150
2015,5,29,+22,5e7ac44493d299b2e849d151
2015,5,30,+20,5e7ac44493d299b2e849d152
2015,5,31,+20,5e7ac44493d299b2e849d153
2015,6,1,+12,5e7ac44493d299b2e849d154
2015,6,2,+16,5e7ac44493d299b2e849d155
2015,6,3,+16,5e7ac44493d299b2e849d156
2015,6,4,+17,5e7ac44493d299b2e849d157
2015,6,5,+15,5e7ac44493d299b2e849d158
2015,6,6,+18,5e7ac44493d299b2e849d159
2015,6,7,+22,5e7ac44493d299b2e849d15a
2015,6,8,+23,5e7ac44493d299b2e849d15b
2015,6,9,+18,5e7ac44493d299b2e849d15c
2015,6,10,+19,5e7ac44493d299b2e849d15d
2015,6,11,+23,5e7ac44493d299b2e849d15e
2015,6,12,+27,5e7ac44493d299b2e849d15f
2015,6,13,+27,5e7ac44493d299b2e849d160
2015,6,14,+26,5e7ac44493d299b2e849d161
2015,6,15,+28,5e7ac44493d299b2e849d162
2015,6,16,+30,5e7ac44493d299b2e849d163
2015,6,17,+22,5e7ac44493d299b2e849d164
2015,6,18,+20,5e7ac44493d299b2e849d165
2015,6,19,+25,5e7ac44493d299b2e849d166
2015,6,20,+24,5e7ac44493d299b2e849d167
2015,6,21,+24,5e7ac44493d299b2e849d168
2015,6,22,+17,5e7ac44493d299b2e849d169
2015,6,23,+23,5e7ac44493d299b2e849d16a
2015,6,24,+23,5e7ac44493d299b2e849d16b
2015,6,25,+24,5e7ac44493d299b2e849d16c
2015,6,26,+15,5e7ac44493d299b2e849d16d
2015,6,27,+21,5e7ac44493d299b2e849d16e
2015,6,28,+24,5e7ac44493d299b2e849d16f
2015,6,29,+18,5e7ac44493d299b2e849d170
2015,6,30,+20,5e7ac44493d299b2e849d171
2015,7,1,+23,5e7ac44493d299b2e849d172
2015,7,2,+19,5e7ac44493d299b2e849d173
2015,7,3,+20,5e7ac44493d299b2e849d174
2015,7,4,+18,5e7ac44493d299b2e849d175
2015,7,5,+20,5e7ac44493d299b2e849d176
2015,7,6,+15,5e7ac44493d299b2e849d177
2015,7,7,+18,5e7ac44493d299b2e849d178
2015,7,8,+23,5e7ac44493d299b2e849d179
2015,7,9,+26,5e7ac44493d299b2e849d17a
2015,7,10,+31,5e7ac44493d299b2e849d17b
2015,7,11,+31,5e7ac44493d299b2e849d17c
2015,7,12,+27,5e7ac44493d299b2e849d17d
2015,7,13,+18,5e7ac44493d299b2e849d17e
2015,7,14,+13,5e7ac44493d299b2e849d17f
2015,7,15,+20,5e7ac44493d299b2e849d180
2015,7,16,+23,5e7ac44493d299b2e849d181
2015,7,17,+27,5e7ac44493d299b2e849d182
2015,7,18,+27,5e7ac44493d299b2e849d183
2015,7,19,+29,5e7ac44493d299b2e849d184
2015,7,20,+30,5e7ac44493d299b2e849d185
2015,7,21,+31,5e7ac44493d299b2e849d186
2015,7,22,+26,5e7ac44493d299b2e849d187
2015,7,23,+28,5e7ac44493d299b2e849d188
2015,7,24,+25,5e7ac44493d299b2e849d189
2015,7,25,+26,5e7ac44493d299b2e849d18a
2015,7,26,+23,5e7ac44493d299b2e849d18b
2015,7,27,+29,5e7ac44493d299b2e849d18c
2015,7,28,+27,5e7ac44493d299b2e849d18d
2015,7,29,+26,5e7ac44493d299b2e849d18e
2015,7,30,+26,5e7ac44493d299b2e849d18f
2015,7,31,+22,5e7ac44493d299b2e849d190
2015,8,1,+27,5e7ac44493d299b2e849d191
2015,8,2,+28,5e7ac44493d299b2e849d192
2015,8,3,+21,5e7ac44493d299b2e849d193
2015,8,4,+27,5e7ac44493d299b2e849d194
2015,8,5,+28,5e7ac44493d299b2e849d195
2015,8,6,+27,5e7ac44493d299b2e849d196
2015,8,7,+22,5e7ac44493d299b2e849d197
2015,8,8,+27,5e7ac44493d299b2e849d198
2015,8,9,+20,5e7ac44493d299b2e849d199
2015,8,10,+22,5e7ac44493d299b2e849d19a
2015,8,11,+25,5e7ac44493d299b2e849d19b
2015,8,12,+28,5e7ac44493d299b2e849d19c
2015,8,13,+28,5e7ac44493d299b2e849d19d
2015,8,14,+28,5e7ac44493d299b2e849d19e
2015,8,15,+27,5e7ac44493d299b2e849d19f
2015,8,16,+28,5e7ac44493d299b2e849d1a0
2015,8,17,+27,5e7ac44493d299b2e849d1a1
2015,8,18,+22,5e7ac44493d299b2e849d1a2
2015,8,19,+25,5e7ac44493d299b2e849d1a3
2015,8,20,+22,5e7ac44493d299b2e849d1a4
2015,8,21,+24,5e7ac44493d299b2e849d1a5
2015,8,22,+23,5e7ac44493d299b2e849d1a6
2015,8,23,+24,5e7ac44493d299b2e849d1a7
2015,8,24,+24,5e7ac44493d299b2e849d1a8
2015,8,25,+26,5e7ac44493d299b2e849d1a9
2015,8,26,+26,5e7ac44493d299b2e849d1aa
2015,8,27,+22,5e7ac44493d299b2e849d1ab
2015,8,28,+22,5e7ac44493d299b2e849d1ac
2015,8,29,+22,5e7ac44493d299b2e849d1ad
2015,8,30,+24,5e7ac44493d299b2e849d1ae
2015,8,31,+25,5e7ac44493d299b2e849d1af
2015,9,1,+26,5e7ac44493d299b2e849d1b0
2015,9,2,+27,5e7ac44493d299b2e849d1b1
2015,9,3,+20,5e7ac44493d299b2e849d1b2
2015,9,4,+17,5e7ac44493d299b2e849d1b3
2015,9,5,+18,5e7ac44493d299b2e849d1b4
2015,9,6,+21,5e7ac44493d299b2e849d1b5
2015,9,7,+17,5e7ac44493d299b2e849d1b6
2015,9,8,+19,5e7ac44493d299b2e849d1b7
2015,9,9,+22,5e7ac44493d299b2e849d1b8
2015,9,10,+14,5e7ac44493d299b2e849d1b9
2015,9,11,+16,5e7ac44493d299b2e849d1ba
2015,9,12,+17,5e7ac44493d299b2e849d1bb
2015,9,13,+19,5e7ac44493d299b2e849d1bc
2015,9,14,+22,5e7ac44493d299b2e849d1bd
2015,9,15,+24,5e7ac44493d299b2e849d1be
2015,9,16,+25,5e7ac44493d299b2e849d1bf
2015,9,17,+26,5e7ac44493d299b2e849d1c0
2015,9,18,+26,5e7ac44493d299b2e849d1c1
2015,9,19,+25,5e7ac44493d299b2e849d1c2
2015,9,20,+19,5e7ac44493d299b2e849d1c3
2015,9,21,+19,5e7ac44493d299b2e849d1c4
2015,9,22,+20,5e7ac44493d299b2e849d1c5
2015,9,23,+23,5e7ac44493d299b2e849d1c6
2015,9,24,+14,5e7ac44493d299b2e849d1c7
2015,9,25,+12,5e7ac44493d299b2e849d1c8
2015,9,26,+15,5e7ac44493d299b2e849d1c9
2015,9,27,+11,5e7ac44493d299b2e849d1ca
2015,9,28,+10,5e7ac44493d299b2e849d1cb
2015,9,29,+13,5e7ac44493d299b2e849d1cc
2015,9,30,+15,5e7ac44493d299b2e849d1cd
2015,10,1,+12,5e7ac44493d299b2e849d1ce
2015,10,2,+11,5e7ac44493d299b2e849d1cf
2015,10,3,+7,5e7ac44493d299b2e849d1d0
2015,10,4,+14,5e7ac44493d299b2e849d1d1
2015,10,5,+15,5e7ac44493d299b2e849d1d2
2015,10,6,+18,5e7ac44493d299b2e849d1d3
2015,10,7,+20,5e7ac44493d299b2e849d1d4
2015,10,8,+21,5e7ac44493d299b2e849d1d5
2015,10,9,+10,5e7ac44493d299b2e849d1d6
2015,10,10,+6,5e7ac44493d299b2e849d1d7
2015,10,11,+8,5e7ac44493d299b2e849d1d8
2015,10,12,+8,5e7ac44493d299b2e849d1d9
2015,10,13,+6,5e7ac44493d299b2e849d1da
2015,10,14,+8,5e7ac44493d299b2e849d1db
2015,10,15,+13,5e7ac44493d299b2e849d1dc
2015,10,16,+17,5e7ac44493d299b2e849d1dd
2015,10,17,+20,5e7ac44493d299b2e849d1de
2015,10,18,+7,5e7ac44493d299b2e849d1df
2015,10,19,+6,5e7ac44493d299b2e849d1e0
2015,10,20,+3,5e7ac44493d299b2e849d1e1
2015,10,21,+5,5e7ac44493d299b2e849d1e2
2015,10,22,+9,5e7ac44493d299b2e849d1e3
2015,10,23,+12,5e7ac44493d299b2e849d1e4
2015,10,24,-2,5e7ac44493d299b2e849d1e5
2015,10,25,-2,5e7ac44493d299b2e849d1e6
2015,10,26,+3,5e7ac44493d299b2e849d1e7
2015,10,27,+4,5e7ac44493d299b2e849d1e8
2015,10,28,0,5e7ac44493d299b2e849d1e9
2015,10,29,-3,5e7ac44493d299b2e849d1ea
2015,10,30,0,5e7ac44493d299b2e849d1eb
2015,10,31,+1,5e7ac44493d299b2e849d1ec
2015,11,2,+8,5e7ac44493d299b2e849d1ed
2015,11,3,+10,5e7ac44493d299b2e849d1ee
2015,11,4,+14,5e7ac44493d299b2e849d1ef
2015,11,5,+3,5e7ac44493d299b2e849d1f0
2015,11,6,-3,5e7ac44493d299b2e849d1f1
2015,11,7,-4,5e7ac44493d299b2e849d1f2
2015,11,8,-1,5e7ac44493d299b2e849d1f3
2015,11,9,-1,5e7ac44493d299b2e849d1f4
2015,11,10,-2,5e7ac44493d299b2e849d1f5
2015,11,11,0,5e7ac44493d299b2e849d1f6
2015,11,12,+3,5e7ac44493d299b2e849d1f7
2015,11,13,+5,5e7ac44493d299b2e849d1f8
2015,11,14,+8,5e7ac44493d299b2e849d1f9
2015,11,15,+5,5e7ac44493d299b2e849d1fa
2015,11,16,-6,5e7ac44493d299b2e849d1fb
2015,11,17,-6,5e7ac44493d299b2e849d1fc
2015,11,18,-9,5e7ac44493d299b2e849d1fd
2015,11,19,-9,5e7ac44493d299b2e849d1fe
2015,11,20,-9,5e7ac44493d299b2e849d1ff
2015,11,21,-10,5e7ac44493d299b2e849d200
2015,11,22,-11,5e7ac44493d299b2e849d201
2015,11,23,-12,5e7ac44493d299b2e849d202
2015,11,24,-13,5e7ac44493d299b2e849d203
2015,11,25,-11,5e7ac44493d299b2e849d204
2015,11,26,-11,5e7ac44493d299b2e849d205
2015,11,27,-10,5e7ac44493d299b2e849d206
2015,11,28,-10,5e7ac44493d299b2e849d207
2015,11,29,-11,5e7ac44493d299b2e849d208
2015,11,30,-11,5e7ac44493d299b2e849d209
2015,12,1,-13,5e7ac44493d299b2e849d20a
2015,12,2,-10,5e7ac44493d299b2e849d20b
2015,12,3,-10,5e7ac44493d299b2e849d20c
2015,12,4,-9,5e7ac44493d299b2e849d20d
2015,12,5,-9,5e7ac44493d299b2e849d20e
2015,12,6,-12,5e7ac44493d299b2e849d20f
2015,12,7,-13,5e7ac44493d299b2e849d210
2015,12,8,-12,5e7ac44493d299b2e849d211
2015,12,9,-7,5e7ac44493d299b2e849d212
2015,12,10,-9,5e7ac44493d299b2e849d213
2015,12,11,-13,5e7ac44493d299b2e849d214
2015,12,12,-9,5e7ac44493d299b2e849d215
2015,12,13,-11,5e7ac44493d299b2e849d216
2015,12,14,-11,5e7ac44493d299b2e849d217
2015,12,15,-11,5e7ac44493d299b2e849d218
2015,12,16,-13,5e7ac44493d299b2e849d219
2015,12,17,-14,5e7ac44493d299b2e849d21a
2015,12,18,-12,5e7ac44493d299b2e849d21b
2015,12,19,-12,5e7ac44493d299b2e849d21c
2015,12,20,-11,5e7ac44493d299b2e849d21d
2015,12,21,-19,5e7ac44493d299b2e849d21e
2015,12,22,-16,5e7ac44493d299b2e849d21f
2015,12,23,-13,5e7ac44493d299b2e849d220
2015,12,24,-16,5e7ac44493d299b2e849d221
2015,12,25,-20,5e7ac44493d299b2e849d222
2015,12,27,-20,5e7ac44493d299b2e849d223
2015,12,28,-19,5e7ac44493d299b2e849d224
2015,12,29,-19,5e7ac44493d299b2e849d225
2015,12,30,-16,5e7ac44493d299b2e849d226
2015,12,31,-17,5e7ac44493d299b2e849d227
2016,1,1,-14,5e7ac44493d299b2e849d228
2016,1,2,-15,5e7ac44493d299b2e849d229
2016,1,3,-15,5e7ac44493d299b2e849d22a
2016,1,4,-16,5e7ac44493d299b2e849d22b
2016,1,5,-17,5e7ac44493d299b2e849d22c
2016,1,6,-15,5e7ac44493d299b2e849d22d
2016,1,7,-14,5e7ac44493d299b2e849d22e
2016,1,8,-14,5e7ac44493d299b2e849d22f
2016,1,9,-16,5e7ac44493d299b2e849d230
2016,1,10,-21,5e7ac44493d299b2e849d231
2016,1,11,-21,5e7ac44493d299b2e849d232
2016,1,12,-18,5e7ac44493d299b2e849d233
2016,1,13,-22,5e7ac44493d299b2e849d234
2016,1,14,-23,5e7ac44493d299b2e849d235
2016,1,15,-20,5e7ac44493d299b2e849d236
2016,1,16,-18,5e7ac44493d299b2e849d237
2016,1,17,-18,5e7ac44493d299b2e849d238
2016,1,18,-21,5e7ac44493d299b2e849d239
2016,1,19,-14,5e7ac44493d299b2e849d23a
2016,1,20,-9,5e7ac44493d299b2e849d23b
2016,1,21,-13,5e7ac44493d299b2e849d23c
2016,1,22,-15,5e7ac44493d299b2e849d23d
2016,1,23,-19,5e7ac44493d299b2e849d23e
2016,1,24,-21,5e7ac44493d299b2e849d23f
2016,1,25,-15,5e7ac44493d299b2e849d240
2016,1,26,-13,5e7ac44493d299b2e849d241
2016,1,27,-14,5e7ac44493d299b2e849d242
2016,1,28,-17,5e7ac44493d299b2e849d243
2016,1,29,-18,5e7ac44493d299b2e849d244
2016,1,30,-21,5e7ac44493d299b2e849d245
2016,1,31,-20,5e7ac44493d299b2e849d246
2016,2,1,-17,5e7ac44493d299b2e849d247
2016,2,2,-13,5e7ac44493d299b2e849d248
2016,2,3,-11,5e7ac44493d299b2e849d249
2016,2,4,-10,5e7ac44493d299b2e849d24a
2016,2,5,-16,5e7ac44493d299b2e849d24b
2016,2,6,-18,5e7ac44493d299b2e849d24c
2016,2,7,-18,5e7ac44493d299b2e849d24d
2016,2,8,-17,5e7ac44493d299b2e849d24e
2016,2,9,-14,5e7ac44493d299b2e849d24f
2016,2,10,-14,5e7ac44493d299b2e849d250
2016,2,11,-8,5e7ac44493d299b2e849d251
2016,2,12,-3,5e7ac44493d299b2e849d252
2016,2,13,-9,5e7ac44493d299b2e849d253
2016,2,14,-15,5e7ac44493d299b2e849d254
2016,2,15,-18,5e7ac44493d299b2e849d255
2016,2,16,-13,5e7ac44493d299b2e849d256
2016,2,17,-16,5e7ac44493d299b2e849d257
2016,2,18,-9,5e7ac44493d299b2e849d258
2016,2,19,-8,5e7ac44493d299b2e849d259
2016,2,20,-8,5e7ac44493d299b2e849d25a
2016,2,21,-9,5e7ac44493d299b2e849d25b
2016,2,22,-15,5e7ac44493d299b2e849d25c
2016,2,23,-18,5e7ac44493d299b2e849d25d
2016,2,24,-16,5e7ac44493d299b2e849d25e
2016,2,25,-15,5e7ac44493d299b2e849d25f
2016,2,26,-13,5e7ac44493d299b2e849d260
2016,2,27,-12,5e7ac44493d299b2e849d261
2016,2,28,-11,5e7ac44493d299b2e849d262
2016,2,29,-11,5e7ac44493d299b2e849d263
2016,3,1,-10,5e7ac44493d299b2e849d264
2016,3,2,-8,5e7ac44493d299b2e849d265
2016,3,3,-7,5e7ac44493d299b2e849d266
2016,3,4,-3,5e7ac44493d299b2e849d267
2016,3,5,-4,5e7ac44493d299b2e849d268
2016,3,6,+1,5e7ac44493d299b2e849d269
2016,3,7,-1,5e7ac44493d299b2e849d26a
2016,3,8,-5,5e7ac44493d299b2e849d26b
2016,3,9,-6,5e7ac44493d299b2e849d26c
2016,3,10,-7,5e7ac44493d299b2e849d26d
2016,3,11,-6,5e7ac44493d299b2e849d26e
2016,3,12,-2,5e7ac44493d299b2e849d26f
2016,3,13,-3,5e7ac44493d299b2e849d270
2016,3,14,-5,5e7ac44493d299b2e849d271
2016,3,15,-3,5e7ac44493d299b2e849d272
2016,3,16,-2,5e7ac44493d299b2e849d273
2016,3,17,+2,5e7ac44493d299b2e849d274
2016,3,18,-2,5e7ac44493d299b2e849d275
2016,3,19,-1,5e7ac44493d299b2e849d276
2016,3,20,-2,5e7ac44493d299b2e849d277
2016,3,21,0,5e7ac44493d299b2e849d278
2016,3,22,+2,5e7ac44493d299b2e849d279
2016,3,23,+1,5e7ac44493d299b2e849d27a
2016,3,24,+3,5e7ac44493d299b2e849d27b
2016,3,25,+6,5e7ac44493d299b2e849d27c
2016,3,26,+8,5e7ac44493d299b2e849d27d
2016,3,27,+3,5e7ac44493d299b2e849d27e
2016,3,28,+7,5e7ac44493d299b2e849d27f
2016,3,29,+8,5e7ac44493d299b2e849d280
2016,3,30,+5,5e7ac44493d299b2e849d281
2016,3,31,+4,5e7ac44493d299b2e849d282
2016,4,1,+11,5e7ac44493d299b2e849d283
2016,4,2,+6,5e7ac44493d299b2e849d284
2016,4,3,+5,5e7ac44493d299b2e849d285
2016,4,4,+6,5e7ac44493d299b2e849d286
2016,4,5,+7,5e7ac44493d299b2e849d287
2016,4,6,+12,5e7ac44493d299b2e849d288
2016,4,7,+7,5e7ac44493d299b2e849d289
2016,4,8,+4,5e7ac44493d299b2e849d28a
2016,4,9,+2,5e7ac44493d299b2e849d28b
2016,4,10,+4,5e7ac44493d299b2e849d28c
2016,4,11,+8,5e7ac44493d299b2e849d28d
2016,4,12,+10,5e7ac44493d299b2e849d28e
2016,4,13,+6,5e7ac44493d299b2e849d28f
2016,4,14,+9,5e7ac44493d299b2e849d290
2016,4,15,+11,5e7ac44493d299b2e849d291
2016,4,16,+12,5e7ac44493d299b2e849d292
2016,4,17,+7,5e7ac44493d299b2e849d293
2016,4,18,+7,5e7ac44493d299b2e849d294
2016,4,19,+10,5e7ac44493d299b2e849d295
2016,4,20,+7,5e7ac44493d299b2e849d296
2016,4,21,+17,5e7ac44493d299b2e849d297
2016,4,22,+4,5e7ac44493d299b2e849d298
2016,4,23,+8,5e7ac44493d299b2e849d299
2016,4,24,+9,5e7ac44493d299b2e849d29a
2016,4,25,+8,5e7ac44493d299b2e849d29b
2016,4,26,+12,5e7ac44493d299b2e849d29c
2016,4,27,+15,5e7ac44493d299b2e849d29d
2016,4,28,+12,5e7ac44493d299b2e849d29e
2016,4,29,+11,5e7ac44493d299b2e849d29f
2016,4,30,+7,5e7ac44493d299b2e849d2a0
2016,5,1,+12,5e7ac44493d299b2e849d2a1
2016,5,2,+7,5e7ac44493d299b2e849d2a2
2016,5,3,+10,5e7ac44493d299b2e849d2a3
2016,5,4,+10,5e7ac44493d299b2e849d2a4
2016,5,5,+10,5e7ac44493d299b2e849d2a5
2016,5,6,+14,5e7ac44493d299b2e849d2a6
2016,5,7,+12,5e7ac44493d299b2e849d2a7
2016,5,8,+18,5e7ac44493d299b2e849d2a8
2016,5,9,+18,5e7ac44493d299b2e849d2a9
2016,5,10,+24,5e7ac44493d299b2e849d2aa
2016,5,11,+23,5e7ac44493d299b2e849d2ab
2016,5,12,+19,5e7ac44493d299b2e849d2ac
2016,5,13,+12,5e7ac44493d299b2e849d2ad
2016,5,14,+21,5e7ac44493d299b2e849d2ae
2016,5,15,+10,5e7ac44493d299b2e849d2af
2016,5,16,+10,5e7ac44493d299b2e849d2b0
2016,5,17,+12,5e7ac44493d299b2e849d2b1
2016,5,18,+25,5e7ac44493d299b2e849d2b2
2016,5,19,+29,5e7ac44493d299b2e849d2b3
2016,5,20,+30,5e7ac44493d299b2e849d2b4
2016,5,21,+28,5e7ac44493d299b2e849d2b5
2016,5,22,+21,5e7ac44493d299b2e849d2b6
2016,5,23,+21,5e7ac44493d299b2e849d2b7
2016,5,24,+16,5e7ac44493d299b2e849d2b8
